,skuId,skuName,size,promoPrice,salePrice,listPrice,sortPrice,hasValidOnlineInventory,thumbnailImage,consultedDay
0,1111799179,"COLCHÓN LUUNA ORIGINAL CONFORT,BLANCO,MA",Matrimonial,11989.45,21799,21799,11989.45,true,https://ss111.liverpool.com.mx/xl/1111799151.jpg,2023-05-22 00:47:26.557753
1,1111799187,"COLCHÓN LUUNA ORIGINAL CONFORT,BLANCO,QS",Queen Size,13006.95,23649,23649,13006.95,true,https://ss111.liverpool.com.mx/xl/1111799151.jpg,2023-05-22 00:47:26.557753
2,1111799195,"COLCHÓN LUUNA ORIGINAL CONFORT,BLANCO,KS",King size,17489.45,31799,31799,17489.45,true,https://ss111.liverpool.com.mx/xl/1111799151.jpg,2023-05-22 00:47:26.557753
3,1111799161,"COLCHÓN LUUNA ORIGINAL CONFORT,BLANCO,IN",Individual,8689.45,15799,15799,8689.45,true,https://ss111.liverpool.com.mx/xl/1111799151.jpg,2023-05-22 00:47:26.557753
